caso,turno_id,global_id,fase,operador_texto,contexto_paciente_previo,actos_verbales,split
Patricio,Patricio_162,431,E,Voy a cortar para que intente descansar y para que el equipo del albergue pueda acercarse cuando lo llamen. Don Patricio.,No.,otro,train
Patricio,Patricio_163,432,E,Esta noche no tiene que reconstruir su vida. Solo tiene que no quedarse solo con el vacío.,Sí.,otro,train
Patricio,Patricio_164,433,E,"Eso. La llamada queda en silencio un momento. Se escucha la sirena muy lejana, pero esta vez Don Patricio no habla. Respira. Cerca de él, su esposa se acomoda bajo la frazada. La llamada se corta.",No quedarme solo con el vacío.,otro,train
Hernán,Hernán_001,434,A,"Línea de apoyo psicológico, habla Isabel. ¿Con quién hablo?",,otro,train
Hernán,Hernán_002,435,A,"Podemos partir de a poco, señor. ¿Me puede decir su nombre?","voz baja, desconfiada No sé si… no sé si este número sirve para esto.",pregunta_cerrada,train
Hernán,Hernán_003,436,A,"Hola, don Hernán. Soy Isabel. Voy a quedarme con usted en la llamada. No tiene que explicarme todo de inmediato. Primero necesito saber dónde está ahora.",Hernán.,otro,train
Hernán,Hernán_004,437,A,¿Está solo o hay alguien con usted?,En mi casa.,pregunta_cerrada,train
Hernán,Hernán_005,438,A,Gracias por decírmelo. ¿Está sentado?,Solo.,pregunta_cerrada,train
Hernán,Hernán_006,439,A,"Bien. Quédese sentado por ahora. Antes de hablar de lo que pasó, necesito saber si tiene algún dolor físico fuerte: dolor en el pecho, falta de aire intensa, caída, golpe o sangrado.",Sí.,otro,train
Hernán,Hernán_007,440,A,"Está bien. ¿La cocina está apagada? ¿Hay estufa, vela o algo encendido cerca?",No. No es eso.,pregunta_cerrada,train
Hernán,Hernán_008,441,A,"Bien. No vamos a hacer nada raro, don Hernán. Solo vamos a ordenar lo más urgente para que usted no pase estas horas solo.",No. Está todo apagado.,otro,train
Hernán,Hernán_009,442,A,Lo entiendo.,Yo no soy de estas cosas.,validacion,train
Hernán,Hernán_010,443,A,No tiene que saberlo ahora. A veces uno llama porque la noche se hace demasiado grande para pasarla solo.,No sé por qué llamé.,otro,train
Hernán,Hernán_011,444,A,"¿Qué pasó hoy, don Hernán?",No sé por qué llamé.,pregunta_abierta,train
Hernán,Hernán_012,445,A,Lo escucho.,Me avisaron.,otro,train
Hernán,Hernán_013,446,A,Hace unas seis horas recibió una noticia.,"Hace unas horas. Seis, parece. Ya ni sé.",otro,train
Hernán,Hernán_014,447,A,"Lo siento mucho, don Hernán.",Que mi hijo murió.,otro,train
Hernán,Hernán_015,448,A,Su único hijo.,Era mi único hijo.,otro,train
Hernán,Hernán_016,449,A,Primero su señora. Ahora su hijo.,Mi señora murió hace cuatro años. Y ahora él.,otro,train
Hernán,Hernán_017,450,A,"Don Hernán, no voy a apurarlo. ¿Quiere contarme cómo recibió la noticia?",Ya no me queda nadie.,pregunta_abierta,train
Hernán,Hernán_018,451,A,Le avisaron que fue un accidente automovilístico.,"Un carabinero. Y una señora. No sé si era fiscal, asistente, no sé. No me acuerdo de la cara. Dijeron accidente. Auto. Carretera.",otro,train
Hernán,Hernán_019,452,A,"Por fuera respondió, pero por dentro no alcanzó a entender.",Yo asentí. Parece. Les dije que sí. Que entendía. Pero no entendí nada.,otro,train
Hernán,Hernán_020,453,A,Ese sonido era de él.,Así tocaba.,otro,train
Hernán,Hernán_021,454,A,Tómese su tiempo.,"Los domingos traía pan. Yo le decía que no comprara tanto, que después se ponía duro. Él se reía.",silencio_contencion,train
Hernán,Hernán_022,455,A,"A veces, cuando la noticia es demasiado grande, uno hace cosas automáticas. Como si todavía no entrara lo que pasó.",Yo no lloré cuando me avisaron. Les ofrecí té. ¿Se imagina? Les ofrecí té.,otro,train
Hernán,Hernán_023,456,A,¿Su hijo hablaba de pedir ayuda?,"Yo no sé de estas cuestiones. Psicólogos, teléfonos, hablar. Mi hijo sí hablaba de eso.",otro,train
Hernán,Hernán_024,457,A,Usted aprendió a aguantarse.,"Sí. De terapia, decía. Que le hacía bien. Yo le decía que esas eran leseras modernas. Que antes uno se aguantaba no más.",otro,train
Hernán,Hernán_025,458,A,Entiendo.,Toda la vida. ¿Qué iba a andar uno contando sus cosas?,validacion,train
Hernán,Hernán_026,459,A,¿Se reía con cariño?,"Él me decía: “Papá, usted no habla nada”. Yo le decía: “¿Y para qué voy a hablar?”. Él se reía.",otro,train
Hernán,Hernán_027,460,A,"Quizás esta llamada es una forma de hacerle caso un poquito, solo por esta noche.",Sí. Me decía viejo porfiado.,interpretacion,train
Hernán,Hernán_028,461,A,No le voy a pedir que crea en nada ahora. Solo que no pase la noche solo.,No sé. No creo en esto.,otro,train
Hernán,Hernán_029,462,C,"Don Hernán, le voy a preguntar algo importante y se lo pregunto con respeto. Cuando dice “no sé para qué seguir”, ¿quiere decir que no sabe cómo vivir con este dolor, o ha pensado en hacerse daño?",No sé para qué seguir.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_030,463,C,"Entiendo. Y aun así necesito preguntarlo, porque me importa que pase esta noche seguro. ¿Ha pensado en quitarse la vida hoy?",No. No… yo no soy de esas cosas.,validacion|pregunta_abierta|pregunta_cerrada|confrontacion,train
Hernán,Hernán_031,464,C,¿Ha pensado en alguna forma concreta de hacerse daño?,No. No así.,otro,train
Hernán,Hernán_032,465,C,"¿Tiene medicamentos, armas, herramientas o algo cerca con lo que pudiera hacerse daño ahora?",No.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_033,466,C,"¿En otra parte de la casa hay medicamentos para dormir, alcohol o algo parecido?",Estoy en el comedor. No tengo nada aquí.,pregunta_cerrada,train
Hernán,Hernán_034,467,C,Gracias por decírmelo. Por ahora le pido que no vaya al dormitorio y que no tome pastillas para dormir ni alcohol mientras está solo y con esta noticia tan reciente.,En el dormitorio tengo pastillas para dormir. Y las de la presión.,otro,train
Hernán,Hernán_035,468,C,"Me alegra escucharlo. Y aun así vamos a cuidar la noche, porque está viviendo un momento muy difícil para estar solo con ese dolor.",No voy a hacer nada.,confrontacion,train
Hernán,Hernán_036,469,C,No. Está sufriendo una pérdida enorme.,Yo no estoy loco.,otro,train
Hernán,Hernán_037,470,B,"Don Hernán, ¿cómo está su respiración ahora?",Yo no estoy loco.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_038,471,B,No vamos a hacer nada complicado. Solo apoye una mano en la mesa. Se oye una mano tocar la madera.,No sé. Cortita.,otro,train
Hernán,Hernán_039,472,B,Sienta la mesa. Está firme. Ahora inhale como pueda… y suelte el aire lento.,No sé. Cortita.,otro,train
Hernán,Hernán_040,473,B,Otra vez. No para calmar la pena. La pena no se va a ir ahora. Esto es solo para que su cuerpo tenga un poco más de espacio. Exhala otra vez.,exhala. La salida del aire tiembla.,otro,train
Hernán,Hernán_041,474,B,"Sí. Después de una noticia así el cuerpo también responde. Puede temblar, quedarse sin fuerza, sentir frío, llorar de a ratos o no sentir nada por momentos.",Me tiemblan las manos.,otro,train
Hernán,Hernán_042,475,B,Eso puede pasar en las primeras horas.,No siento nada y después siento todo junto.,validacion,train
Hernán,Hernán_043,476,B,Sí. Ese silencio ahora pesa mucho.,La casa está muy callada.,otro,train
Hernán,Hernán_044,477,B,Eso habla de cuánto lo extraña.,Antes me molestaba la tele fuerte de mi hijo. Ahora daría cualquier cosa por escucharla.,otro,train
Hernán,Hernán_045,478,B,"Hoy no tiene que decidir nada sobre sus cosas. No bote, no ordene, no revise todo esta noche. Eso puede esperar a que esté acompañado.",No sé qué hacer con sus cosas.,otro,train
Hernán,Hernán_046,479,B,"Don Hernán, mire alrededor del comedor. Dígame tres cosas que ve.",No sé qué hacer con sus cosas.,otro,train
Hernán,Hernán_047,480,B,Bien. Ahora dos sonidos que escucha.,La mesa. Una silla. El florero.,otro,train
Hernán,Hernán_048,481,B,Una cosa que toca.,El reloj. Su voz.,otro,train
Hernán,Hernán_049,482,B,Bien. Está en el comedor. Está al teléfono conmigo. Esta noche no tiene que resolver la vida completa. Solo pasar las próximas horas acompañado.,La mesa.,otro,train
Hernán,Hernán_050,483,B,Tiene razón. Esto no va a hacer que su hijo vuelva. No es para quitarle el dolor. Es para que usted no quede solo con el cuerpo desbordado mientras buscamos compañía.,No me venga con ejercicios. Eso no sirve para que mi hijo vuelva.,validacion,train
Hernán,Hernán_051,484,B,"Don Hernán, sigo aquí. No tiene que hablar si no puede. Solo necesito que me diga con una palabra si sigue en la línea.",No me venga con ejercicios. Eso no sirve para que mi hijo vuelva.,silencio_contencion,train
Hernán,Hernán_052,485,B,Gracias. Eso basta por ahora.,Sí.,silencio_contencion,train
Hernán,Hernán_053,486,C,"Don Hernán, voy a ordenar lo urgente en voz alta para que no tenga que sostenerlo todo en la cabeza.",Sí.,otro,train
Hernán,Hernán_054,487,C,"Uno: recibió una noticia muy grave hace pocas horas. Dos: está solo en la casa. Tres: ha dicho frases como “no sé para qué seguir”, pero me dice que no quiere hacerse daño. Cuatro: hay pastillas para dormir en el dormitorio, así que por ahora no irá allá ni tomará nada extra. Cinco: necesita que alguien de confianza esté con usted esta noche.",Ya.,otro,train
Hernán,Hernán_055,488,C,Lo entiendo. Pero esto no es molestar. Es avisar que recibió una noticia que nadie debería cargar solo.,No quiero molestar a nadie.,validacion,train
Hernán,Hernán_056,489,C,Pedir que alguien venga no es dar lástima. Es protegerse durante una noche muy difícil.,No quiero dar lástima.,otro,train
Hernán,Hernán_057,490,C,Y eso quizás le sirvió muchas veces. Pero esta noche es demasiado grande para resolverla solo.,Siempre resolví mis cosas solo.,interpretacion,train
Hernán,Hernán_058,491,C,¿Hay alguien que viva cerca o tenga llave de la casa?,Siempre resolví mis cosas solo.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_059,492,C,¿Confía en Marta?,La vecina del lado. Marta.,otro,train
Hernán,Hernán_060,493,C,"Bien. Marta puede ser la primera persona. Como usted está hablando conmigo por este teléfono, no voy a pedirle que la llame desde aquí. Pensemos en otra forma sin cortar. ¿Marta vive pared de por medio, al lado inmediato?",Sí. Mi señora tomaba té con ella. Buena mujer.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_061,494,C,"¿Ella podría escuchar si usted la llama desde la puerta, desde una ventana o si toca el timbre de su casa?",Sí. Al lado. La casa pegada.,otro,train
Hernán,Hernán_062,495,C,No salga a la calle todavía si no quiere. ¿Tiene una ventana hacia el patio o hacia la casa de ella?,Tendría que salir a la entrada.,pregunta_cerrada|directivo,train
Hernán,Hernán_063,496,C,Bien. ¿Puede llegar a la cocina sin pasar por el dormitorio?,La cocina da para el patio. Desde ahí a veces le gritamos.,pregunta_cerrada,train
Hernán,Hernán_064,497,C,"Entonces haremos algo concreto: va a caminar despacio a la cocina, con el teléfono conmigo. No va al dormitorio, no busca pastillas, no revisa cosas. Solo va a la ventana de la cocina y llama a Marta. ¿Puede hacerlo?",Sí.,pregunta_cerrada,train
Hernán,Hernán_065,498,C,"Puede decir solo: “Marta, necesito que venga. Estoy solo”. No tiene que contarle todo por la ventana.",No quiero que me vea así.,otro,train
Hernán,Hernán_066,499,C,Puede que sí. Puede que venga a sentarse. A veces eso es suficiente para esta noche.,¿Qué va a venir a hacer? Sentarse a verme llorar.,otro,train
Hernán,Hernán_067,500,D,"Don Hernán, antes de levantarse, apoye una mano en la mesa y suelte el aire.",¿Qué va a venir a hacer? Sentarse a verme llorar.,otro,train
Hernán,Hernán_068,501,D,"Ahora levántese despacio. Si se marea, se sienta de nuevo.",exhala.,otro,train
Hernán,Hernán_069,502,D,Bien. No vaya al dormitorio. Solo cocina.,Estoy caminando.,otro,train
Hernán,Hernán_070,503,D,¿Puede abrir la ventana o acercarse sin salir?,Estoy en la cocina.,pregunta_cerrada,train
Hernán,Hernán_071,504,D,"Llámela por su nombre. Fuerte, pero sin gritar si le cuesta.",Ya.,otro,train
Hernán,Hernán_072,505,D,"Otra vez, un poco más fuerte.",Marta.,otro,train
Hernán,Hernán_073,506,D,"Intente una vez más con la frase completa: “Marta, soy Hernán, necesito ayuda”.",No escucha.,otro,train
Hernán,Hernán_074,507,D,Diga solo la frase corta.,se queda mudo.,directivo,train
Hernán,Hernán_075,508,D,Muy bien. No tuvo que explicarlo todo. Solo pidió ayuda.,respira tembloroso.,otro,train
Hernán,Hernán_076,509,D,Puede asustarse un poco porque lo quiere. Pero ahora lo importante es que venga.,Se va a asustar.,otro,train
Hernán,Hernán_077,510,D,"Bien, intentamos esa vía. No vamos a cortar todavía. ¿Tiene teléfono fijo en la casa?",No responde. No escucha.,pregunta_cerrada,train
Hernán,Hernán_078,511,D,Perfecto. Entonces puede volver al comedor y llamar a Marta desde el teléfono fijo sin cortar esta llamada. Yo sigo con usted por este teléfono.,Sí. En el comedor.,otro,train
Hernán,Hernán_079,512,D,"Vuelva despacio al comedor, sin pasar por el dormitorio. Cuando llegue, me dice. Pasos lentos.","Sí, puedo.",otro,train
Hernán,Hernán_080,513,D,"Ahora marque desde el teléfono fijo. Le dirá: “Marta, necesito que venga. Estoy solo”. Yo espero.",Ya llegué.,otro,train
Hernán,Hernán_081,514,D,"Entonces no vamos a cortar todavía. Pensemos en otra persona cercana o en una forma de pedir ayuda sin dejarlo solo: ¿hay timbre hacia la casa de Marta, algún vecino que pase, botón de emergencia, portón compartido, o alguien que tenga llave?",No tengo teléfono fijo. Y Marta no escuchó.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_082,515,D,"Mañana es muy tarde para esta primera noche. Necesitamos alguien ahora. ¿Puede llamar desde la puerta, sin salir a la calle, cuando pase alguien? ¿O hay algún número de emergencia local al que podamos derivar si no logramos compañía?",El jardinero pasa mañana.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_083,516,D,"Don Hernán, vuelva al comedor y siéntese mientras Marta llega. Pasos lentos. Una silla se mueve.",El jardinero pasa mañana.,otro,train
Hernán,Hernán_084,517,D,Bien. ¿Cómo está su respiración?,Ya.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_085,518,D,Sí. Eso fue un paso muy importante.,Rara. Pero la llamé.,otro,train
Hernán,Hernán_086,519,D,¿Por qué?,Mi hijo se reiría.,pregunta_abierta,train
Hernán,Hernán_087,520,D,Quizás esta noche esa frase lo acompaña un poco.,"Diría: “Al fin pidió ayuda, viejo”.",interpretacion,train
Hernán,Hernán_088,521,D,"Puede quebrarse, don Hernán. No está en una reunión ni tiene que sostener una fachada.",No me diga esas cosas porque me quiebro.,otro,train
Hernán,Hernán_089,522,D,¿Quiere dejar el teléfono boca abajo un momento o sabe qué es?,Me apareció algo.,pregunta_abierta|pregunta_cerrada,train
Hernán,Hernán_090,523,D,¿De su hijo?,Es de él.,otro,train
Hernán,Hernán_091,524,D,Iba a pasar a verlo.,Iba a pasar más tarde.,otro,train
